id,verdict,reason,better,batch,attribution_read
report9:f87e08999c,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · C4_mean = 0.016 [10c_forest_zone_cluster_summary.csv] as %
report9:f7de724686,deny,"individual-well threshold ‘below 1%’ is a minimum, not C5's standard deviation","a C4 well's β3 below 1% [10c file], not C5_sd",report9 part 4,β₃_drainage · C5_sd = 0.008 [10c_forest_zone_cluster_summary.csv] as %
report9:9a088e1984,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · C5_mean = 0.046 [10c_forest_zone_cluster_summary.csv] as %
report9:28ac4fe3e1,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · C4_min = -0.021 [10c_forest_zone_cluster_summary.csv] as %
report9:caa253bdb5,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,full_record / 2 · p_value = 0.141883 [00_06_pet_monthly_trends.csv]
report9:42446347b3,unsure,this is an inequality claim (p<0.001); the cited row satisfies the bound generically but is not the actual β1-vs-easting test for the 21-well C3 projection,,report9 part 4,"p < 0.001: the row its neighbours cite (11_forecast_spring_transfer_functions.csv · Western_Block · p_value_PET_win_to_spr) has p_value_h_max_winter = 9.32e-06,"
report9:73d2882f57,deny,"r=+0.58 belongs to β3 (not β1) increasing inland for the 21 C3 wells, a different analysis from the 14-forest-well β1-vs-easting correlation","β3 vs inland-axis correlation for 21 C3 wells (≈0.58), not 10c_forest_zone_correlations.csv β1",report9 part 4,β₁_recharge · r_vs_Easting = 0.579 [10c_forest_zone_correlations.csv]
report9:808cb4dc93,deny,"0.41 is a specific-yield (Sy) value, not a PET-transfer-function p-value","Sy near the SW margin ≈0.41, not p_value_PET_win_to_spr",report9 part 4,Western_Block · p_value_PET_win_to_spr = 0.407042 [11_forecast_spring_transfer_functions.csv]
report9:9a782640a7,deny,"0.25 is a specific-yield (Sy) value, not a clearfell ANCOVA p-value","Sy near the NE margin ≈0.25, not Clearfell_p",report9 part 4,Forest / Edge · Clearfell_p = 0.248589 [10a_01_ancova_comparison_table.csv]
report9:b443837d82,deny,"r=-0.83 belongs to the Sy-vs-inland-axis correlation for the 21 C3 wells, not the 14-forest-well β3-vs-elevation correlation","Sy vs inland-axis correlation for 21 C3 wells (≈-0.83), not 10c_forest_zone_correlations.csv β3",report9 part 4,β₃_drainage · r_vs_Elevation = -0.831 [10c_forest_zone_correlations.csv]
report9:f252e27817,unsure,"duplicate inequality claim (p<0.001) for the Sy-vs-position correlation; the cited row is a generic bound check, not the actual test",,report9 part 4,"p < 0.001: the row its neighbours cite (11_forecast_spring_transfer_functions.csv · Western_Block · p_value_PET_win_to_spr) has p_value_h_max_winter = 9.32e-06,"
report9:8b232de0f4,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv]
report9:f1b5a2b8e3,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,RANWELL_IDW_POWER = 2 [config.py]
report9:fc8eab314b,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,RANWELL_IDW_POWER = 2 [config.py]
report9:8a5de9957a,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · C4_min = 2.038 [10c_forest_zone_cluster_summary.csv]
report9:d8c5fc573e,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · C4_max = 3.828 [10c_forest_zone_cluster_summary.csv]
report9:62fc58929a,deny,C1's mean β3 (≈10%) is not the same as a correlation ‘Marginal_gain’ statistic,"C1 mean β3_drainage ≈10%, not Marginal_gain",report9 part 4,β₃_drainage · Marginal_gain = 0.097 [10c_forest_zone_correlations.csv] as %
report9:161308a13c,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · C4_mean = 0.016 [10c_forest_zone_cluster_summary.csv] as %
report9:e9296fbfb9,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C1 (Lake Edge) / ceh25 · t_half_A_months = 5.18076 [03_16_model_b_persistence.csv]
report9:d6c9e56509,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C1 (Lake Edge) / ceh26 · t_half_A_months = 7.95128 [03_16_model_b_persistence.csv]
report9:754023ee54,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C2 (Dune) / ceh10 · t_half_A_months = 6.94272 [03_16_model_b_persistence.csv]
report9:4d41131e84,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C2 (Dune) / D38 · t_half_A_months = 6.41272 [03_16_model_b_persistence.csv]
report9:0db517d1c4,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C2 (Dune) / nw4 · t_half_A_months = 12.5047 [03_16_model_b_persistence.csv]
report9:6ce86e609e,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C2 (Dune) / D5 · t_half_A_months = 9.88044 [03_16_model_b_persistence.csv]
report9:2de552b392,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C3 (Western Residual) / nw1 · t_half_A_months = 6.83307 [03_16_model_b_persistence.csv]
report9:c970dc1e97,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C3 (Western Residual) / ceh39 · t_half_A_months = 21.0557 [03_16_model_b_persistence.csv]
report9:da0757030a,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C3 (Western Residual) / ceh42 · t_half_A_months = 13.5522 [03_16_model_b_persistence.csv]
report9:2f53eead96,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C5 (Coastal Forest) / ceh17 · t_half_A_months = 12.1088 [03_16_model_b_persistence.csv]
report9:a8cc2405f6,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C5 (Coastal Forest) / ceh16 · t_half_A_months = 18.132 [03_16_model_b_persistence.csv]
report9:1ac3401317,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C5 mean of half_life_months · half_life_months = 15.4613 [18_wtf_05_storage_drainage_index.csv]
report9:c14c9a6a44,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C4 (Main Forest) / nw10 · t_half_A_months = 17.1193 [03_16_model_b_persistence.csv]
report9:6336491982,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,well / C4 (Main Forest) / ceh34 · t_half_A_months = 81.9937 [03_16_model_b_persistence.csv]
report9:28450dac45,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C4 mean of half_life_months · half_life_months = 37.8683 [18_wtf_05_storage_drainage_index.csv]
report9:b7a3d3d220,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,dNSE_vs_beta3_r · 08_report_numbers.csv · committed 0.5967953949077905 · index confirmed
report9:f65541a128,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,dNSE_vs_beta2_r · 08_report_numbers.csv · committed -0.616866215777219 · index confirmed
report9:6b3d302638,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C1_median_TLM_NSE = -0.904768 [08_report_numbers.csv]
report9:8f46ed2448,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C4_median_TLM_NSE = 0.249275 [08_report_numbers.csv]
report9:11ff748b25,deny,"5 is the count of C5 wells among the 14 forest-zone wells, not the canopy-texture window constant","count of C5 wells = 5 (derived), not CANOPY_TEXTURE_WINDOW",report9 part 4,CANOPY_TEXTURE_WINDOW = 5 [config.py]
report9:d8ecd77845,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · r_vs_Elevation · 10c_forest_zone_correlations.csv · committed 0.983 · index proposed
report9:82a31e73a6,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · R2_elevation_plus_dist · 10c_forest_zone_correlations.csv · committed 0.967 · index proposed
report9:e9e67e4b7e,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · R2_elevation_only_LOO · 10c_forest_zone_correlations.csv · committed 0.9545376038787774 · index proposed
report9:da85972d01,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · R2_elevation_plus_dist = 0.967 [10c_forest_zone_correlations.csv]
report9:3fc4adfe17,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · r_vs_Elevation · 10c_forest_zone_correlations.csv · committed -0.831 · index proposed
report9:a0fcf3d74d,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · R2_elevation_only · 10c_forest_zone_correlations.csv · committed 0.691 · index proposed
report9:bd4eaefde6,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · R2_elevation_plus_dist · 10c_forest_zone_correlations.csv · committed 0.788 · index proposed
report9:c295d3253a,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₁_recharge · r_vs_Elevation · 10c_forest_zone_correlations.csv · committed 0.192 · index proposed
report9:79c87a9a51,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₁_recharge · p_vs_Elevation · 10c_forest_zone_correlations.csv · committed 0.5118 · index proposed
report9:6f4305cfe5,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₁_recharge · r_vs_Easting · 10c_forest_zone_correlations.csv · committed 0.579 · index proposed
report9:2cb89a6ca1,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₁_recharge · p_vs_Easting = 0.0301 [10c_forest_zone_correlations.csv]
report9:f4b2acab14,deny,"34% is β1's r² vs easting (0.579²), not an unrelated recoverability metric","r_vs_Easting² ≈ 34% [10c_forest_zone_correlations.csv], not ari_recoverability",report9 part 4,Easting / Easting · ari_recoverability = 0.336 [31b_separation_vs_recoverability.csv] as %
report9:a5ecabd17a,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · C4_max = 3.828 [10c_forest_zone_cluster_summary.csv]
report9:60a98be625,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · C5_max = 1.384 [10c_forest_zone_cluster_summary.csv]
report9:13ab7e9c1e,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,Elevation_m · C4_mean · 10c_forest_zone_cluster_summary.csv · committed 10.601 · index proposed
report9:af9fe7e507,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,Elevation_m · C5_mean = 5.643 [10c_forest_zone_cluster_summary.csv]
report9:a5bbadd130,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,"p < 0.001: the row its neighbours cite (10c_forest_zone_cluster_summary.csv · Elevation_m · C5_mean) has p_value = 0.0001, which satisfies the bound"
report9:3f4609ded0,deny,"6.4 m is the elevation gap's lower bound (C5_max), not a coastal-transect year difference",Elevation_m C5_max ≈6.3m [10c_forest_zone_cluster_summary.csv],report9 part 4,2022.0 · diff_coast_inland_m = -6.35567 [38_transect.csv]
report9:b8d7352809,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,Elevation_m · C4_min = 8.61 [10c_forest_zone_cluster_summary.csv]
report9:1eb24786b0,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,Elevation_m · C4_max · 10c_forest_zone_cluster_summary.csv · committed 14.42 · index proposed
report9:0cd4846e04,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · C4_max = 3.828 [10c_forest_zone_cluster_summary.csv]
report9:bbaf296b6b,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,ceh14 · Model_R2 = 0.585714 [07_coeff_maps_data.csv]
report9:aeabd1e1c3,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,ceh14 · pvalue_beta_3 = 0.142771 [07_coeff_maps_data.csv]
report9:489804b77a,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · C4_max = 0.04 [10c_forest_zone_cluster_summary.csv]
report9:5ee9b51b6f,deny,"15% is the broadleaf interception fraction constant, not an ANCOVA canopy-era step / pixel-tip count",BROADLEAF_INTERCEPTION=0.15 [config.py],report9 part 4,Canopy_era_Impact_early_step = 0.153735 [10_consolidated_report_numbers.csv] as %
report9:3a2f044b49,deny,"24% is the pine interception fraction constant, not C4's SSM drainage fraction",FOREST_INTERCEPTION=0.24 [config.py],report9 part 4,C4 (Main Forest) · SSM_drain_frac = 0.2388 [16_water_bal_rec_table.csv] as %
report9:21aae16ad6,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₁_recharge · r_vs_Elevation = 0.192 [10c_forest_zone_correlations.csv]
report9:4b6fc34f2d,deny,"the parenthetical (0.512) is β1's p-value vs elevation, not r_vs_Dist_from_ridge",β1_recharge p_vs_Elevation=0.5118 [10c_forest_zone_correlations.csv],report9 part 4,β₁_recharge · r_vs_Dist_from_ridge = -0.512 [10c_forest_zone_correlations.csv]
report9:b1ced4c42d,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₁_recharge · r_vs_Dist_from_ridge · 10c_forest_zone_correlations.csv · committed -0.512 · index proposed
report9:131a0dcc37,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₁_recharge · p_vs_Dist_from_ridge = 0.061 [10c_forest_zone_correlations.csv]
report9:e680625a4d,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₁_recharge · r_vs_Easting = 0.579 [10c_forest_zone_correlations.csv]
report9:78070c1497,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₁_recharge · p_vs_Easting = 0.0301 [10c_forest_zone_correlations.csv]
report9:1fc22416e5,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · r_vs_Elevation = 0.983 [10c_forest_zone_correlations.csv]
report9:a4ebf82c66,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · r_vs_Dist_from_ridge = -0.905 [10c_forest_zone_correlations.csv]
report9:f88cb8eda9,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · r_vs_Easting = 0.75 [10c_forest_zone_correlations.csv]
report9:5c98065ed5,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · p_vs_Easting = 0.002 [10c_forest_zone_correlations.csv]
report9:08a4ee08db,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · r_vs_Elevation = -0.831 [10c_forest_zone_correlations.csv]
report9:218ee61d39,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · r_vs_Dist_from_ridge · 10c_forest_zone_correlations.csv · committed 0.644 · index proposed
report9:bb4b4b91e3,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · p_vs_Dist_from_ridge = 0.0129 [10c_forest_zone_correlations.csv]
report9:2e46d61b1f,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · r_vs_Easting · 10c_forest_zone_correlations.csv · committed -0.48 · index proposed
report9:3751c8a7f1,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₃_drainage · p_vs_Easting = 0.0825 [10c_forest_zone_correlations.csv]
report9:6d47945e0c,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,β₂_atm_draw · R2_elevation_only = 0.967 [10c_forest_zone_correlations.csv]
report9:7ccac576e0,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,DIFF_IDW_GRID_M = 50 [config.py]
report9:29f3e7a0d6,deny,"9 m aod is a descriptive range bound from the interpolated surface, not well p2's own DEM elevation","descriptive MAOD range bound (≈9m), not p2's DEM_Ground_Elev",report9 part 4,p2 · DEM_Ground_Elev = 9 [01_locations.csv]
report9:55f9b723d9,deny,"2 m aod is a descriptive level-range bound, not the canopy-change grid spacing","descriptive MAOD range bound (2m aod), not CANOPY_CHANGE_GRID_M",report9 part 4,CANOPY_CHANGE_GRID_M = 2 [config.py]
report9:1fc68ed3f5,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,DIFF_IDW_GRID_M = 50 [config.py]
report9:76ca83ea22,deny,"2 m aod is a descriptive level-range bound, not the canopy-change grid spacing","descriptive MAOD range bound (2m aod), not CANOPY_CHANGE_GRID_M",report9 part 4,CANOPY_CHANGE_GRID_M = 2 [config.py]
report9:f1cf9c4aea,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,DRAINAGE_DATUM = 3.7 [config.py]
report9:589ae2f6e3,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,max of per-column means = 74.1115 [03_regional_averages.csv]
report9:a1b2945de8,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,mean of PET_mm · PET_mm = 54.3882 [03_regional_averages.csv]
report9:c53ad2cce5,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,d7 · residual_wb = -0.0133053 [20_residual_perwell.csv]
report9:a13399065c,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,ceh4 · residual_wb = 0.00435625 [20_residual_perwell.csv]
report9:ed26598d36,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,median of residual_wb · residual_wb = -0.004602 [20_residual_perwell.csv]
report9:481e402d30,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,mean of residual_wb · residual_wb = -0.00379681 [20_residual_perwell.csv]
report9:35f9474fcd,deny,"±0.01 m/month is a stated threshold band, not a spring-mixed-model SE","±0.01 threshold, not Clearfell_SE_m",report9 part 4,Forest / Forest Ctrl · Clearfell_SE_m = 0.0147 [10d_08_spring_mixed_model_results.csv]
report9:7525c31648,deny,"p=0.66 belongs to the easting-residual Spearman test, not the clearfell/well-AR tests cited",p-value of easting-vs-residual correlation (≈0.66),report9 part 4,Climate / Impact · Clearfell_p = 0.657392 [10d_08_spring_mixed_model_results.csv]
report9:fd7f1a65e3,deny,"the cited value is a p-value; the sentence needs ρ=+0.093, a correlation coefficient",Spearman rho vs northing (≈0.093),report9 part 4,Eastern_Block · p_value_intercept = 0.0932422 [11_forecast_winter_transfer_functions.csv]
report9:259ba9d69e,deny,"p=0.85 belongs to the signed-residual easting test, not the clearfell mixed model",p-value of signed-residual vs easting correlation (≈0.85),report9 part 4,Forest / Impact · Clearfell_p = 0.851025 [10d_08_spring_mixed_model_results.csv]
report9:0d12cdd28c,deny,"p=0.35 belongs to the signed-residual northing test, not the PET monthly-trend test",p-value of signed-residual vs northing correlation (≈0.35),report9 part 4,full_record / 10 · p_value = 0.346111 [00_06_pet_monthly_trends.csv]
report9:edfdf3aea9,deny,"+0.02 m/month is a residual maximum, not a PET-trend r²/slope",max positive residual (+0.02 m/month) [20_residual_perwell.csv variant],report9 part 4,full_record / 2 · r2 = 0.023053 [00_06_pet_monthly_trends.csv]
report9:47ed68c261,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,ceh4 · residual_wb = 0.00435625 [20_residual_perwell.csv]
report9:a383ea21fa,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,ceh23 · residual_wb = 0.00245419 [20_residual_perwell.csv]
report9:d18ad68c95,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,ceh17 · residual_wb = 0.00237882 [20_residual_perwell.csv]
report9:ba7f54d0f0,unsure,genuine near-tie between ceh18 and nw9's near-identical residuals; cannot tell which mention this id targets,,report9 part 4,ceh18 · residual_wb = 0.00193288 [20_residual_perwell.csv]
report9:62fcc18eb8,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,ceh18 · residual_wb = 0.00193288 [20_residual_perwell.csv]
report9:24a4bffcf0,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,d7 · residual_wb = -0.0133053 [20_residual_perwell.csv]
report9:45dc5bcdf9,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,ceh14 · residual_wb = -0.0109697 [20_residual_perwell.csv]
report9:f8c10a21e1,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,DIFF_IDW_GRID_M = 50 [config.py]
report9:8f2ea2c042,deny,"66 reference wells is the standard derived count, not ‘below_mean_wt n’ from an unrelated diagnostics file",66 reference wells (derived) [01_wells_reference.csv],report9 part 4,below_mean_wt · n = 66 [03_11_datum_confound_diagnostics.csv]
report9:9d6a4303cc,deny,"±0.01 m/month is a stated threshold band, not a lag-diagnostic p-value","±0.01 threshold, not pvalue_beta_1/2",report9 part 4,median of pvalue_beta_1 · pvalue_beta_1 = 0.00527152 [03_04_lag_diagnostic.csv]
report9:9cb0239c4e,deny,"+0.02 m/month is a residual maximum threshold, not a spring mixed-model coefficient",max residual threshold (+0.02 m/month),report9 part 4,MixedModelSpring_Climate_Far-field Ctrl_clearfell = 0.0167 [10_consolidated_report_numbers.csv]
report9:0db15079c4,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,full / linear_capped · n_obs = 12006 [25_01_panel_fit_parameters.csv]
report9:0bd8daf9b2,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,full / linear_capped · n_wells = 67 [25_01_panel_fit_parameters.csv]
report9:f7afc2e89e,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,forest_free · n_wells = 61 [25_01_panel_fit_parameters.csv]
report9:b8e8454452,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,forest_free · n_obs = 10929 [25_01_panel_fit_parameters.csv]
report9:f094aefa51,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,forest_free · ref_distance_m = 150 [25_01_panel_fit_parameters.csv]
report9:6733717fed,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,forest_free · delta_ref_mm_yr = -26.1896 [25_01_panel_fit_parameters.csv]
report9:73d746aca7,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,delta_ref_well_basis_se_mm_yr = 3.57067 [25_report_numbers.csv]
report9:256e66455e,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,delta_ref_well_basis_ci_lo_mm_yr = -33.1881 [25_report_numbers.csv]
report9:3536a6545f,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,delta_ref_well_basis_ci_hi_mm_yr = -19.1911 [25_report_numbers.csv]
report9:a33b03492f,deny,"δ0 headline should come from the primary forest_free/linear_capped fit, not a window-sensitivity variant",forest_free/linear_capped delta_0_mm_yr=-31.35 [25_01_panel_fit_parameters.csv],report9 part 4,full_panel · delta_0_mm_yr = -31.3462 [25_11_matched_window_sensitivity.csv]
report9:d023c24a32,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,delta0_well_basis_se_mm_yr · Value = 4.9123 [25_report_numbers.csv]
report9:4d8ae365fd,deny,"1.6 mm/yr is the linear-capped vs exponential spread at 150m, not an unrelated clearfell sensitivity factor",|delta_ref linear_capped − exponential| at 150m ≈1.6 [25_01_panel_fit_parameters.csv],report9 part 4,Forest / Impact · s_coast_fitted = 1.59224 [10a_10_coastal_fixed1_sensitivity.csv]
report9:ed7e14c021,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,full / linear_capped · ref_distance_m = 150 [25_01_panel_fit_parameters.csv]
report9:ffb7c6d08f,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,delta0_loo_max_well_dist_m = 176 [25_report_numbers.csv]
report9:ba92455c3c,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,delta0_loo_max_shift_mm_yr = 3.18515 [25_report_numbers.csv]
report9:40f8fead8c,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,full / linear_capped · ref_distance_m = 150 [25_01_panel_fit_parameters.csv]
report9:a4c2e0bc01,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,ceh3 · d_delta_ref_mm_yr = 2.42413 [25_16_delta0_leave_one_out.csv]
report9:9acbaf378b,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,forest_free / linear_capped · n_wells = 61 [25_01_panel_fit_parameters.csv]
report9:d31d27de74,deny,"δ0 headline should come from the primary forest_free/linear_capped fit, not the matched-window-sensitivity file",forest_free/linear_capped delta_0_mm_yr=-31.35 [25_01_panel_fit_parameters.csv],report9 part 4,full_panel · delta_0_mm_yr = -31.3462 [25_11_matched_window_sensitivity.csv]
report9:e320edd413,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,delta0_well_basis_se_mm_yr · Value = 4.9123 [25_report_numbers.csv]
report9:c34ab2f146,deny,"300m is a descriptive well-density threshold, not the slack flood-reach constant","descriptive distance threshold (300m), not RANWELL_SLACK_REACH_M",report9 part 4,RANWELL_SLACK_REACH_M = 300 [config.py]
report9:5a2ad76ec9,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,c3_only_mam / linear_capped_cfix · L_m = 900 [25_01_panel_fit_parameters.csv]
report9:0633f7f2f1,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,L_well_basis_se_m = 127.776 [25_report_numbers.csv]
report9:2b4ac737de,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,forest_free / linear_capped · c_mm_yr = -0.1 [25_01_panel_fit_parameters.csv]
report9:24a145d657,deny,"0.6 mm/yr is c_far's standard error, not a percent-of-basis metric",forest_free/linear_capped c_se=0.55 [25_01_panel_fit_parameters.csv],report9 part 4,min of far_field_offset_pct_of_basis · far_field_offset_pct_of_basis = 0.643051 [25_03_cluster_partition.csv]
report9:f3149549e8,deny,"ΔAIC between linear_capped and exponential forms, not a C3 cluster-partition mean",AIC(linear_capped) − AIC(exponential) ≈ 4.8 [25_01_panel_fit_parameters.csv],report9 part 4,3 · C3 · observed_balanced_annual_mean_mm_yr = -4.91164 [25_03_cluster_partition_spring.csv]
report9:8dc937c178,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C5 (Coastal Forest) · coastal_gradient_mm_yr = -18.2968 [25_03_cluster_partition.csv]
report9:cc16e95776,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,5 · C5 · observed_balanced_annual_mean_mm_yr = -16.1472 [25_10_record_length_composition.csv]
report9:2015d00402,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C5 · Slope_m_per_yr = -0.0359 [14_summer_trend_stats.csv] as mm
report9:82bff640c5,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,5 · C5 · mean_slope_long_mm_yr = -32.3797 [25_10_record_length_composition.csv]
report9:6b5879a361,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,5 · C5 · mean_slope_short_mm_yr = -59.1634 [25_10_record_length_composition.csv]
report9:aea502fd3a,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C5 (Coastal Forest) · unexplained_mm_yr = -0.679849 [25_03_cluster_partition.csv]
report9:afaa9d09d3,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C4 (Main Forest) · climate_cwb_mm_yr = 2.93324 [25_03_cluster_partition.csv]
report9:659c98dba0,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,C4 (Main Forest) · far_field_offset_mm_yr = -0.103835 [25_03_cluster_partition.csv]
report9:0789fc0278,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 4,forest_free · delta_0_se = 2.76603 [25_13_rolling_window.csv]
report9:c0f053aae6,deny,"–17; is the observed-balanced decline for C1/C2/C3, not C2's record-length-composition mean_slope_long",cluster observed_balanced_annual_mean_mm_yr for C1/C2/C3 (≈-11) [25_03_cluster_partition.csv],report9 part 4,2 · C2 · mean_slope_long_mm_yr = -11.0166 [25_10_record_length_composition.csv]
